customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,support_tickets,payment_method,is_senior_citizen,churn
CUST-01048,13,51.12,645.98,Month-to-month,DSL,5,Credit card,0,0
CUST-01049,28,82.89,2328.68,Month-to-month,Fiber optic,5,Credit card,0,0
CUST-01050,2,84.8,172.0,Month-to-month,DSL,1,Electronic check,0,1
CUST-01051,13,84.58,1109.95,Month-to-month,Fiber optic,5,Bank transfer,0,1
CUST-01052,23,34.16,750.39,Month-to-month,DSL,0,Bank transfer,0,1
CUST-01053,24,104.11,2574.9,Month-to-month,Fiber optic,4,Mailed check,0,0
CUST-01054,4,68.08,276.41,Month-to-month,DSL,1,Credit card,0,1
CUST-01055,19,45.4,866.16,Month-to-month,DSL,3,Electronic check,0,1
CUST-01056,1,41.98,40.48,Month-to-month,DSL,3,Mailed check,0,0
CUST-01057,30,103.33,2913.97,One year,Fiber optic,0,Bank transfer,0,0
CUST-01058,14,27.45,361.76,Month-to-month,No,3,Mailed check,0,0
CUST-01059,60,90.42,5002.88,Two year,Fiber optic,0,Mailed check,0,0
CUST-01060,17,101.52,1621.57,Month-to-month,Fiber optic,3,Electronic check,1,1
CUST-01061,26,59.48,1609.33,Month-to-month,DSL,2,Bank transfer,0,1
CUST-01062,22,97.96,2013.83,Month-to-month,Fiber optic,2,Credit card,0,1
CUST-01063,63,92.65,5840.62,Two year,Fiber optic,1,Mailed check,0,0
CUST-01064,22,27.57,608.24,One year,No,3,Bank transfer,0,0
CUST-01065,10,38.75,371.88,Month-to-month,DSL,3,Mailed check,0,1
CUST-01066,10,71.96,693.28,Month-to-month,DSL,2,Credit card,0,1
CUST-01067,30,51.23,1511.51,Month-to-month,DSL,2,Electronic check,0,0
CUST-01068,42,27.24,1066.52,One year,No,2,Mailed check,0,0
CUST-01069,35,105.76,3580.77,One year,Fiber optic,3,Bank transfer,1,0
CUST-01070,56,73.59,3802.46,Two year,Fiber optic,0,Credit card,0,0
CUST-01071,72,89.56,6515.74,Two year,Fiber optic,0,Mailed check,0,0
CUST-01072,59,104.44,6389.33,Two year,Fiber optic,0,Electronic check,1,0
CUST-01073,47,98.13,4596.38,Two year,Fiber optic,3,Bank transfer,1,0
CUST-01074,32,39.61,1296.68,One year,Fiber optic,3,Electronic check,0,0
CUST-01075,72,123.02,8867.12,Two year,Fiber optic,1,Mailed check,0,0
CUST-01076,25,58.52,1438.84,One year,DSL,1,Electronic check,0,1
CUST-01077,9,30.28,281.15,Month-to-month,No,0,Electronic check,0,1
CUST-01078,1,65.83,60.84,Month-to-month,DSL,1,Mailed check,0,0
CUST-01079,20,83.31,1589.49,Month-to-month,Fiber optic,1,Credit card,0,0
CUST-01080,47,57.53,2682.43,One year,DSL,3,Mailed check,0,0
CUST-01081,1,110.84,108.27,Month-to-month,Fiber optic,3,Credit card,0,1
CUST-01082,66,40.08,2592.29,Two year,Fiber optic,3,Credit card,0,0
CUST-01083,7,74.88,498.76,Month-to-month,Fiber optic,0,Electronic check,0,1
CUST-01084,35,46.95,1674.78,One year,DSL,0,Credit card,0,0
CUST-01085,47,44.07,1931.81,Two year,DSL,1,Bank transfer,0,0
CUST-01086,28,61.99,1815.12,Month-to-month,Fiber optic,1,Electronic check,0,1
CUST-01087,39,130.0,4668.65,Two year,Fiber optic,0,Mailed check,0,0
CUST-01088,16,85.15,1257.77,Month-to-month,Fiber optic,2,Electronic check,0,1
CUST-01089,37,23.39,890.89,Month-to-month,No,0,Bank transfer,0,0
CUST-01090,47,94.86,4533.31,Two year,Fiber optic,2,Credit card,0,0
CUST-01091,10,110.87,1158.24,Month-to-month,Fiber optic,0,Mailed check,0,1
CUST-01092,36,62.31,2098.74,One year,DSL,3,Credit card,0,0
CUST-01093,65,33.78,2153.6,One year,DSL,1,Credit card,0,0
CUST-01094,5,22.84,106.0,Month-to-month,No,0,Mailed check,0,0
CUST-01095,19,77.33,1501.66,Month-to-month,Fiber optic,0,Bank transfer,0,1
CUST-01096,28,96.97,2676.9,Two year,Fiber optic,4,Credit card,0,0
CUST-01097,17,79.1,1242.28,Month-to-month,Fiber optic,1,Bank transfer,0,0
CUST-01098,6,117.5,715.75,Month-to-month,Fiber optic,1,Bank transfer,0,1
CUST-01099,50,57.63,2880.2,Two year,DSL,4,Credit card,0,0
CUST-01100,53,72.94,3746.33,One year,Fiber optic,4,Electronic check,1,0
CUST-01101,31,45.33,1428.39,One year,DSL,0,Bank transfer,0,0
CUST-01102,20,66.68,1289.25,Month-to-month,DSL,0,Electronic check,0,1
CUST-01103,33,48.65,1587.24,Month-to-month,DSL,2,Mailed check,0,0
CUST-01104,22,61.61,1400.99,Month-to-month,Fiber optic,3,Mailed check,0,0
CUST-01105,16,109.24,1683.2,Month-to-month,Fiber optic,2,Electronic check,0,0
CUST-01106,43,93.12,3962.02,Month-to-month,Fiber optic,3,Electronic check,1,1
CUST-01107,32,94.7,2831.65,Month-to-month,Fiber optic,0,Bank transfer,0,1
CUST-01108,19,59.0,1061.08,Month-to-month,DSL,1,Bank transfer,0,0
CUST-01109,41,104.36,4439.48,Month-to-month,Fiber optic,1,Electronic check,0,1
CUST-01110,32,20.82,675.59,Two year,No,2,Electronic check,1,0
CUST-01111,7,82.58,604.82,Month-to-month,DSL,2,Bank transfer,0,0
CUST-01112,55,83.27,4244.51,Two year,Fiber optic,0,Credit card,0,0
CUST-01113,41,90.99,3730.72,One year,Fiber optic,3,Credit card,0,0
CUST-01114,47,58.56,2849.98,Two year,DSL,5,Electronic check,0,0
CUST-01115,36,27.74,926.1,One year,No,0,Electronic check,1,0
CUST-01116,40,15.62,628.15,One year,No,3,Bank transfer,0,0
CUST-01117,64,42.41,2603.92,Two year,DSL,0,Bank transfer,1,0
CUST-01118,26,22.34,602.36,Month-to-month,No,1,Bank transfer,0,0
CUST-01119,45,39.72,1715.26,One year,DSL,1,Mailed check,1,0
CUST-01120,33,45.3,1397.51,One year,DSL,0,Mailed check,0,0
CUST-01121,19,53.85,1054.96,Month-to-month,DSL,1,Credit card,0,0
CUST-01122,16,50.54,776.03,Month-to-month,DSL,2,Credit card,0,0
CUST-01123,33,39.98,1315.15,Month-to-month,DSL,2,Bank transfer,1,0
CUST-01124,4,43.04,179.26,Month-to-month,Fiber optic,0,Electronic check,0,1
CUST-01125,39,75.94,2787.31,Two year,Fiber optic,0,Credit card,0,0
CUST-01126,28,55.01,1484.64,Month-to-month,DSL,4,Bank transfer,0,0
CUST-01127,43,62.11,2500.23,One year,Fiber optic,0,Bank transfer,0,0
CUST-01128,10,101.51,1018.05,Month-to-month,Fiber optic,2,Credit card,0,1
CUST-01129,6,75.01,417.8,Month-to-month,Fiber optic,3,Electronic check,0,1
CUST-01130,72,51.47,3464.51,Two year,DSL,1,Mailed check,0,0
CUST-01131,34,22.23,765.56,One year,No,1,Bank transfer,0,0
CUST-01132,65,80.76,5132.32,Two year,Fiber optic,2,Electronic check,0,0
CUST-01133,13,49.76,630.99,Month-to-month,DSL,1,Bank transfer,0,0
CUST-01134,17,36.0,575.79,Month-to-month,No,1,Bank transfer,0,1
CUST-01135,57,31.73,1832.21,Two year,No,1,Electronic check,0,0
CUST-01136,30,102.93,3101.48,Two year,Fiber optic,4,Electronic check,0,0
CUST-01137,72,36.34,2678.67,Two year,No,0,Credit card,0,0
CUST-01138,4,42.25,176.96,Month-to-month,DSL,5,Bank transfer,1,1
CUST-01139,26,22.84,552.48,Month-to-month,No,1,Mailed check,0,0
CUST-01140,13,75.72,1024.07,Month-to-month,DSL,0,Credit card,0,1
CUST-01141,58,69.22,3755.15,Two year,Fiber optic,0,Mailed check,0,0
CUST-01142,22,26.01,535.43,Month-to-month,No,1,Mailed check,1,0
CUST-01143,50,26.81,1353.51,One year,No,3,Electronic check,0,0
CUST-01144,54,23.05,1192.6,Two year,No,0,Bank transfer,0,0
CUST-01145,72,61.89,4305.22,Two year,DSL,0,Electronic check,1,0
CUST-01146,59,52.5,3087.1,Two year,DSL,0,Credit card,0,0
CUST-01147,3,70.84,206.0,Month-to-month,DSL,0,Electronic check,0,1
CUST-01148,61,72.29,4357.99,Two year,DSL,2,Bank transfer,0,0
CUST-01149,58,62.51,3719.19,Two year,DSL,1,Credit card,0,0
CUST-01150,1,83.04,79.35,Month-to-month,Fiber optic,2,Bank transfer,0,1
CUST-01151,55,20.91,1157.68,Two year,DSL,2,Bank transfer,1,0
CUST-01152,43,28.97,1147.13,One year,DSL,1,Electronic check,1,0
CUST-01153,1,51.3,49.16,Month-to-month,DSL,4,Credit card,0,0
CUST-01154,26,94.49,2473.77,Month-to-month,Fiber optic,3,Bank transfer,0,0
CUST-01155,47,103.95,4670.16,Two year,Fiber optic,0,Mailed check,0,0
CUST-01156,23,79.3,1753.28,One year,DSL,0,Electronic check,0,0
CUST-01157,28,20.69,577.13,One year,No,2,Electronic check,1,0
CUST-01158,8,82.56,682.85,Month-to-month,Fiber optic,3,Mailed check,0,0
CUST-01159,35,86.45,3062.96,Two year,Fiber optic,4,Electronic check,0,0
CUST-01160,41,49.78,1957.33,One year,DSL,0,Bank transfer,0,0
CUST-01161,5,80.94,383.84,Month-to-month,Fiber optic,6,Credit card,0,0
CUST-01162,9,100.03,865.57,Month-to-month,Fiber optic,3,Mailed check,0,1
CUST-01163,48,66.6,3226.65,One year,Fiber optic,3,Credit card,1,0
CUST-01164,57,77.61,4324.03,Two year,Fiber optic,3,Bank transfer,0,0
CUST-01165,60,43.29,2527.99,Two year,DSL,0,Mailed check,0,0
CUST-01166,32,15.0,442.92,One year,No,0,Bank transfer,0,0
CUST-01167,16,47.86,756.13,One year,DSL,1,Bank transfer,0,0
CUST-01168,21,29.09,594.85,Month-to-month,No,3,Mailed check,0,0
CUST-01169,1,52.06,53.25,Month-to-month,DSL,3,Electronic check,0,1
CUST-01170,38,107.47,4105.04,One year,Fiber optic,4,Electronic check,0,1
CUST-01171,14,54.34,772.36,One year,DSL,5,Electronic check,0,0
CUST-01172,57,44.78,2455.68,Two year,DSL,0,Credit card,0,0
CUST-01173,30,51.23,1489.19,Month-to-month,DSL,0,Mailed check,0,0
CUST-01174,18,79.17,1487.32,Month-to-month,DSL,1,Mailed check,0,0
CUST-01175,37,102.19,3755.36,One year,Fiber optic,0,Electronic check,0,0
CUST-01176,45,73.81,3091.96,Two year,DSL,1,Mailed check,0,0
CUST-01177,40,85.77,3486.61,Two year,Fiber optic,2,Mailed check,0,0
CUST-01178,32,25.45,807.01,One year,No,0,Bank transfer,0,0
CUST-01179,63,18.46,1082.25,One year,DSL,4,Credit card,0,0
CUST-01180,49,17.95,813.65,One year,DSL,4,Electronic check,0,0
CUST-01181,23,19.08,404.26,Month-to-month,No,6,Credit card,0,0
CUST-01182,72,39.96,2699.88,Two year,DSL,4,Bank transfer,0,0
CUST-01183,14,105.07,1532.33,Month-to-month,Fiber optic,4,Bank transfer,0,0
CUST-01184,6,76.11,424.11,Month-to-month,Fiber optic,2,Credit card,0,0
CUST-01185,12,59.65,702.15,Month-to-month,DSL,3,Electronic check,0,0
CUST-01186,24,100.58,2404.22,Month-to-month,Fiber optic,0,Mailed check,0,1
CUST-01187,30,75.59,2260.99,One year,Fiber optic,3,Bank transfer,0,0
CUST-01188,41,57.77,2264.45,One year,DSL,0,Credit card,0,0
CUST-01189,65,85.22,5252.02,Two year,Fiber optic,4,Credit card,0,0
CUST-01190,7,72.0,492.49,Month-to-month,DSL,2,Electronic check,1,1
CUST-01191,1,104.29,105.52,Month-to-month,Fiber optic,0,Electronic check,0,1
CUST-01192,33,117.11,3912.84,Month-to-month,Fiber optic,0,Mailed check,1,0
CUST-01193,22,78.15,1659.58,One year,Fiber optic,3,Bank transfer,0,0
CUST-01194,38,113.88,4088.69,One year,Fiber optic,0,Mailed check,0,0
CUST-01195,53,24.86,1265.34,Two year,No,3,Mailed check,0,0
CUST-01196,62,73.58,4787.53,Two year,Fiber optic,0,Electronic check,0,0
CUST-01197,51,32.37,1654.49,Month-to-month,DSL,0,Electronic check,1,0
CUST-01198,36,15.41,561.27,One year,No,0,Electronic check,0,0
CUST-01199,51,50.91,2421.6,Two year,DSL,0,Electronic check,0,0
CUST-01200,25,76.35,1935.24,One year,DSL,7,Bank transfer,1,0
CUST-01201,12,79.23,976.67,Month-to-month,Fiber optic,0,Credit card,0,1
CUST-01202,14,37.07,534.28,Month-to-month,DSL,3,Mailed check,0,0
CUST-01203,1,73.46,72.99,Month-to-month,Fiber optic,1,Electronic check,0,1
CUST-01204,37,57.53,2061.96,One year,DSL,0,Electronic check,0,0
CUST-01205,35,42.1,1428.28,One year,DSL,1,Mailed check,0,0
CUST-01206,24,27.96,678.21,Month-to-month,No,3,Bank transfer,1,0
CUST-01207,1,80.12,80.87,Month-to-month,Fiber optic,4,Bank transfer,0,1
CUST-01208,40,96.99,3673.86,Month-to-month,Fiber optic,0,Credit card,0,0
CUST-01209,16,18.88,296.28,Month-to-month,No,2,Bank transfer,0,0
CUST-01210,16,40.61,600.64,Month-to-month,DSL,3,Bank transfer,0,0
CUST-01211,23,26.11,622.98,One year,No,2,Electronic check,0,0
CUST-01212,25,62.3,1520.97,Month-to-month,Fiber optic,2,Credit card,0,0
CUST-01213,40,56.66,2096.91,Two year,DSL,3,Bank transfer,0,0
CUST-01214,50,69.55,3212.21,Two year,DSL,1,Credit card,0,0
CUST-01215,48,23.18,1119.59,Two year,No,2,Mailed check,1,0
CUST-01216,31,55.31,1610.32,One year,DSL,2,Bank transfer,0,0
CUST-01217,1,64.35,60.49,Month-to-month,DSL,0,Mailed check,1,1
CUST-01218,7,74.03,532.76,Month-to-month,DSL,0,Credit card,0,0
CUST-01219,48,49.0,2263.86,One year,DSL,1,Mailed check,0,0
CUST-01220,56,83.56,4439.87,One year,Fiber optic,0,Bank transfer,0,0
CUST-01221,54,85.24,4472.99,One year,Fiber optic,3,Bank transfer,0,0
CUST-01222,19,46.04,837.18,Month-to-month,DSL,0,Electronic check,0,0
CUST-01223,41,65.81,2519.69,Two year,DSL,2,Credit card,0,0
CUST-01224,23,99.78,2316.1,One year,Fiber optic,3,Electronic check,0,1
CUST-01225,32,98.16,3148.77,One year,Fiber optic,0,Credit card,0,0
CUST-01226,1,93.62,88.31,Month-to-month,Fiber optic,1,Bank transfer,1,1
CUST-01227,19,40.94,775.31,One year,No,3,Electronic check,0,0
CUST-01228,35,66.24,2148.02,Month-to-month,DSL,0,Bank transfer,0,0
CUST-01229,24,87.09,2002.63,Month-to-month,Fiber optic,0,Bank transfer,0,1
CUST-01230,21,47.6,989.15,Month-to-month,DSL,2,Electronic check,0,1
CUST-01231,1,91.5,95.11,Month-to-month,Fiber optic,5,Bank transfer,0,0
CUST-01232,17,79.87,1361.75,One year,DSL,6,Bank transfer,0,0
CUST-01233,8,19.86,154.45,Month-to-month,No,3,Electronic check,0,0
CUST-01234,57,60.28,3605.49,One year,DSL,0,Credit card,1,0
CUST-01235,1,90.16,88.07,Month-to-month,Fiber optic,1,Electronic check,0,1
CUST-01236,11,82.39,835.99,One year,Fiber optic,4,Mailed check,0,0
CUST-01237,17,78.27,1262.38,Month-to-month,DSL,0,Bank transfer,0,0
CUST-01238,2,62.28,120.15,Month-to-month,Fiber optic,2,Bank transfer,0,1
CUST-01239,48,33.77,1545.16,Two year,DSL,5,Credit card,0,0
CUST-01240,41,84.72,3332.93,One year,Fiber optic,0,Bank transfer,0,0
CUST-01241,20,99.51,1942.63,Month-to-month,Fiber optic,2,Mailed check,0,0
CUST-01242,35,67.93,2480.61,One year,Fiber optic,1,Mailed check,0,0
CUST-01243,18,62.96,1157.17,Month-to-month,DSL,1,Electronic check,0,1
CUST-01244,21,79.45,1726.88,One year,Fiber optic,2,Bank transfer,0,0
CUST-01245,16,69.31,1061.52,One year,DSL,3,Credit card,0,0
CUST-01246,11,42.35,434.54,Month-to-month,DSL,0,Bank transfer,0,0
CUST-01247,10,78.32,783.66,Month-to-month,Fiber optic,4,Mailed check,0,0
CUST-01248,54,38.94,2194.73,Two year,DSL,0,Mailed check,0,0
CUST-01249,53,58.46,2915.51,One year,Fiber optic,0,Credit card,0,0
CUST-01250,72,26.84,1922.99,Two year,No,2,Bank transfer,0,0
CUST-01251,52,81.4,3955.34,One year,Fiber optic,0,Mailed check,0,0
CUST-01252,8,111.5,921.18,Month-to-month,Fiber optic,2,Electronic check,0,0
CUST-01253,67,42.54,2887.38,Two year,DSL,0,Credit card,1,0
CUST-01254,1,15.0,15.3,Month-to-month,No,4,Electronic check,0,1
CUST-01255,41,92.11,3603.26,One year,Fiber optic,3,Credit card,0,1
CUST-01256,1,85.9,81.98,Month-to-month,Fiber optic,4,Bank transfer,0,1
CUST-01257,36,68.53,2490.75,One year,Fiber optic,0,Credit card,0,0
CUST-01258,26,52.46,1320.6,Month-to-month,DSL,3,Mailed check,0,0
CUST-01259,8,36.9,297.42,Month-to-month,No,4,Mailed check,0,1
CUST-01260,56,30.43,1634.87,One year,No,2,Bank transfer,0,0
CUST-01261,41,56.65,2331.25,Month-to-month,Fiber optic,0,Credit card,0,0
CUST-01262,7,15.86,107.62,Month-to-month,No,2,Mailed check,1,0
CUST-01263,11,80.61,906.75,Month-to-month,DSL,0,Mailed check,0,1
CUST-01264,44,23.65,1042.09,Two year,No,2,Mailed check,0,0
CUST-01265,29,61.68,1703.28,Month-to-month,DSL,1,Electronic check,1,0
CUST-01266,58,66.69,3698.11,One year,DSL,1,Credit card,0,0
CUST-01267,45,27.15,1217.03,One year,No,0,Mailed check,0,0
CUST-01268,28,59.66,1579.71,One year,DSL,2,Electronic check,0,0
CUST-01269,18,78.3,1459.08,Month-to-month,Fiber optic,2,Electronic check,0,0
CUST-01270,26,73.06,1903.45,One year,Fiber optic,2,Electronic check,0,0
CUST-01271,4,52.25,210.7,Month-to-month,DSL,0,Bank transfer,0,1
CUST-01272,35,71.7,2361.96,One year,DSL,1,Electronic check,0,1
CUST-01273,6,29.27,165.99,Month-to-month,DSL,3,Credit card,0,1
CUST-01274,20,77.36,1538.27,Month-to-month,Fiber optic,4,Credit card,0,1
CUST-01275,9,78.28,735.78,Month-to-month,Fiber optic,4,Mailed check,1,0
CUST-01276,33,62.9,1948.77,One year,DSL,0,Bank transfer,0,0
CUST-01277,1,73.18,67.38,Month-to-month,Fiber optic,2,Credit card,0,1
CUST-01278,34,78.24,2519.49,One year,DSL,2,Credit card,0,0
CUST-01279,3,100.49,306.32,Month-to-month,Fiber optic,2,Bank transfer,0,1
CUST-01280,1,31.22,30.63,Month-to-month,DSL,2,Mailed check,0,0
CUST-01281,30,83.04,2311.11,Month-to-month,Fiber optic,3,Credit card,0,0
CUST-01282,18,54.99,1010.39,Month-to-month,DSL,0,Credit card,0,0
CUST-01283,3,48.9,141.22,Month-to-month,DSL,0,Bank transfer,0,0
CUST-01284,49,113.76,5643.82,Two year,Fiber optic,3,Mailed check,0,0
CUST-01285,57,31.87,1725.03,Two year,No,1,Credit card,0,0
CUST-01286,21,73.09,1572.94,Month-to-month,Fiber optic,0,Electronic check,0,0
CUST-01287,51,56.47,2838.35,Two year,DSL,3,Bank transfer,0,0
CUST-01288,12,115.94,1376.16,One year,Fiber optic,1,Electronic check,0,0
CUST-01289,72,53.89,3956.61,Two year,DSL,0,Credit card,0,0
CUST-01290,59,75.18,4385.07,Two year,Fiber optic,0,Bank transfer,0,0
CUST-01291,49,109.22,5194.94,Two year,Fiber optic,3,Electronic check,0,0
CUST-01292,55,78.15,4413.44,Two year,Fiber optic,0,Bank transfer,0,0
CUST-01293,62,97.41,5635.48,Two year,Fiber optic,0,Mailed check,0,0
CUST-01294,8,50.67,383.93,Month-to-month,DSL,3,Electronic check,0,1
CUST-01295,39,60.25,2450.25,Month-to-month,DSL,5,Mailed check,0,1
CUST-01296,72,17.37,1184.02,Two year,No,2,Mailed check,0,0
CUST-01297,40,46.46,1749.08,Two year,DSL,3,Mailed check,0,0
CUST-01298,42,39.29,1595.36,Month-to-month,No,1,Credit card,0,0
CUST-01299,1,107.13,99.95,Month-to-month,Fiber optic,0,Electronic check,0,1
CUST-01300,64,107.3,6665.71,Two year,Fiber optic,3,Mailed check,1,0
CUST-01301,60,47.33,2616.04,Two year,DSL,0,Bank transfer,0,0
CUST-01302,14,75.79,1033.4,Month-to-month,Fiber optic,0,Mailed check,1,1
CUST-01303,17,20.29,356.75,Month-to-month,No,2,Mailed check,0,0
CUST-01304,19,89.05,1562.86,Month-to-month,Fiber optic,2,Bank transfer,0,1
CUST-01305,22,69.14,1503.25,One year,DSL,2,Credit card,0,0
CUST-01306,16,16.92,280.67,Month-to-month,No,2,Electronic check,1,0
CUST-01307,25,28.29,662.46,Two year,No,0,Electronic check,0,0
CUST-01308,24,52.57,1184.13,One year,Fiber optic,1,Mailed check,0,0
CUST-01309,43,92.92,3771.81,One year,Fiber optic,1,Bank transfer,1,0
CUST-01310,25,97.75,2458.31,One year,Fiber optic,3,Bank transfer,0,0
CUST-01311,65,15.0,898.82,Two year,DSL,0,Credit card,0,0
CUST-01312,1,43.25,44.38,Month-to-month,DSL,4,Credit card,0,0
CUST-01313,22,63.19,1417.85,Month-to-month,DSL,3,Bank transfer,0,0
CUST-01314,9,21.53,199.84,Month-to-month,No,2,Credit card,0,0
CUST-01315,21,82.95,1654.03,Month-to-month,Fiber optic,1,Credit card,0,0
CUST-01316,16,15.0,250.95,Month-to-month,No,0,Bank transfer,0,0
CUST-01317,6,15.0,85.12,Month-to-month,No,1,Mailed check,0,0
CUST-01318,18,76.53,1436.96,One year,Fiber optic,3,Electronic check,0,0
CUST-01319,20,46.68,971.86,Month-to-month,DSL,1,Mailed check,0,0
CUST-01320,1,66.94,69.43,Month-to-month,DSL,1,Electronic check,1,0
CUST-01321,53,91.75,4921.51,Two year,Fiber optic,1,Mailed check,0,0
CUST-01322,27,46.2,1305.24,One year,DSL,2,Credit card,0,0
CUST-01323,47,92.46,4469.31,Two year,Fiber optic,6,Mailed check,0,0
CUST-01324,70,62.53,4213.27,Two year,DSL,3,Mailed check,0,0
CUST-01325,1,97.65,96.71,Month-to-month,Fiber optic,1,Credit card,0,0
CUST-01326,30,118.21,3380.36,One year,Fiber optic,2,Bank transfer,1,0
CUST-01327,15,61.91,974.79,Month-to-month,DSL,0,Credit card,0,0
CUST-01328,43,61.69,2537.08,Two year,Fiber optic,0,Credit card,0,0
CUST-01329,32,18.3,545.08,Month-to-month,DSL,4,Bank transfer,0,0
CUST-01330,27,90.46,2425.05,Month-to-month,Fiber optic,0,Bank transfer,0,0
CUST-01331,32,106.53,3421.06,Month-to-month,Fiber optic,2,Credit card,0,0
CUST-01332,18,83.98,1517.87,Month-to-month,Fiber optic,1,Credit card,0,1
CUST-01333,21,15.0,321.64,Month-to-month,No,1,Electronic check,1,0
CUST-01334,12,23.37,274.65,Month-to-month,No,2,Electronic check,0,0
CUST-01335,15,104.56,1452.67,Month-to-month,Fiber optic,0,Bank transfer,1,1
CUST-01336,47,55.55,2460.38,One year,DSL,0,Bank transfer,0,0
CUST-01337,5,122.46,570.51,Month-to-month,Fiber optic,0,Mailed check,0,1
CUST-01338,46,65.97,3089.61,One year,DSL,0,Credit card,0,0
CUST-01339,10,36.7,373.75,Month-to-month,DSL,0,Bank transfer,1,0
CUST-01340,12,63.33,734.12,Month-to-month,DSL,3,Credit card,1,1
CUST-01341,25,23.71,562.65,Month-to-month,No,2,Bank transfer,0,0
CUST-01342,45,66.19,2827.71,Two year,DSL,1,Mailed check,0,0
CUST-01343,23,41.55,933.73,Month-to-month,DSL,0,Mailed check,1,1
CUST-01344,1,123.3,125.41,Month-to-month,Fiber optic,0,Credit card,0,1
CUST-01345,33,38.71,1214.21,Two year,No,1,Bank transfer,0,0
CUST-01346,13,21.83,294.94,Month-to-month,No,1,Mailed check,0,0
CUST-01347,18,67.52,1231.5,One year,Fiber optic,0,Electronic check,0,0
CUST-01348,2,62.74,116.5,Month-to-month,Fiber optic,3,Electronic check,0,0
CUST-01349,1,89.12,82.73,Month-to-month,Fiber optic,0,Electronic check,1,1
CUST-01350,38,15.0,594.26,Month-to-month,No,2,Electronic check,0,0
CUST-01351,1,69.37,72.35,Month-to-month,Fiber optic,3,Bank transfer,0,0
CUST-01352,26,50.23,1367.43,Month-to-month,DSL,2,Electronic check,0,0
CUST-01353,1,66.92,63.13,Month-to-month,Fiber optic,3,Mailed check,0,1
CUST-01354,30,69.1,2017.0,Month-to-month,DSL,1,Credit card,0,0
CUST-01355,20,69.29,1320.34,Month-to-month,DSL,3,Electronic check,0,1
CUST-01356,20,85.25,1573.12,Month-to-month,Fiber optic,0,Electronic check,0,1
CUST-01357,72,55.47,3680.86,Two year,DSL,1,Bank transfer,0,0
CUST-01358,46,94.45,4099.8,One year,Fiber optic,4,Electronic check,1,1
CUST-01359,1,17.44,17.65,Month-to-month,No,2,Mailed check,0,1
CUST-01360,48,75.34,3383.56,Two year,DSL,0,Electronic check,1,0
CUST-01361,58,60.97,3342.16,Two year,DSL,3,Mailed check,0,0
CUST-01362,28,110.12,2862.93,Month-to-month,Fiber optic,0,Credit card,0,1
CUST-01363,5,29.26,152.03,Month-to-month,No,5,Credit card,0,0
CUST-01364,23,34.81,831.49,One year,No,3,Electronic check,1,0
CUST-01365,51,107.99,5276.64,One year,Fiber optic,0,Mailed check,0,0
CUST-01366,6,73.13,460.28,Month-to-month,Fiber optic,0,Bank transfer,0,0
CUST-01367,61,105.19,6527.09,One year,Fiber optic,0,Electronic check,0,0
CUST-01368,11,43.88,495.75,Month-to-month,DSL,3,Bank transfer,0,0
CUST-01369,13,80.06,986.54,Month-to-month,Fiber optic,0,Mailed check,0,1
CUST-01370,17,82.97,1466.73,Month-to-month,Fiber optic,1,Credit card,0,1
CUST-01371,19,15.0,274.45,One year,No,2,Electronic check,1,0
CUST-01372,67,85.64,5936.71,Two year,Fiber optic,4,Mailed check,0,0
CUST-01373,52,15.98,793.93,One year,No,1,Bank transfer,0,0
CUST-01374,3,37.26,103.45,Month-to-month,No,2,Credit card,0,0
CUST-01375,34,110.72,3702.4,Month-to-month,Fiber optic,2,Electronic check,0,0
CUST-01376,24,76.96,1762.07,Month-to-month,Fiber optic,5,Credit card,0,0
CUST-01377,1,21.83,20.44,Month-to-month,No,4,Mailed check,1,1
CUST-01378,14,23.96,327.62,Month-to-month,No,1,Mailed check,0,0
CUST-01379,6,83.89,513.36,One year,Fiber optic,1,Electronic check,0,1
CUST-01380,11,21.85,241.25,Month-to-month,No,3,Bank transfer,1,0
CUST-01381,7,45.27,321.25,Month-to-month,DSL,4,Electronic check,0,0
CUST-01382,38,60.0,2300.56,One year,DSL,1,Mailed check,0,0
CUST-01383,13,89.54,1207.32,Month-to-month,Fiber optic,1,Mailed check,0,1
CUST-01384,13,85.37,1099.74,Month-to-month,Fiber optic,1,Electronic check,1,1
CUST-01385,43,71.89,3144.59,Two year,Fiber optic,0,Credit card,0,0
CUST-01386,37,94.31,3340.44,Two year,Fiber optic,1,Mailed check,0,0
CUST-01387,53,87.73,4764.58,Two year,Fiber optic,3,Bank transfer,1,0
CUST-01388,25,47.82,1162.93,Month-to-month,DSL,1,Credit card,0,0
CUST-01389,5,107.68,504.64,Month-to-month,Fiber optic,0,Credit card,0,1
CUST-01390,34,15.0,496.26,One year,No,0,Bank transfer,1,0
CUST-01391,1,64.6,67.46,Month-to-month,DSL,3,Electronic check,0,1
CUST-01392,5,15.0,69.23,Month-to-month,No,3,Credit card,1,1
CUST-01393,13,42.76,522.3,One year,DSL,1,Mailed check,0,0
CUST-01394,45,86.75,3595.85,One year,Fiber optic,1,Electronic check,0,0
CUST-01395,2,35.34,73.83,Month-to-month,No,1,Bank transfer,1,0
CUST-01396,19,23.1,409.58,Month-to-month,No,0,Credit card,0,0
